table,column,raw_dtype,rows,non_null,missing,missing_pct,completeness_pct,cardinality,unique_ratio_pct,top_value,top_value_count,top_value_pct,entropy_bits,examples,numeric_min,numeric_p01,numeric_median,numeric_mean,numeric_p99,numeric_max,string_length_min,string_length_median,string_length_max,datetime_parse_failures,datetime_min,datetime_max,position,entity,semantic_type,unit,description_pt,description_status,key_role,foreign_key_target,applicability_condition,missing_reason_policy,aliases_pt,aliases_en,research_terms,event_stage,available_at_t0,availability_confidence,allowed_as_baseline_feature,allowed_as_target_source,leakage_risk,source_evidence,meaning_evidence,external_ground_truth,source_grain,target_ml_grain,aggregation_required,aggregation_policy,direct_feature_allowed,feature_form,grain_compatibility,registry_version
reviews,review_comment_message,object,99224,40977,58247,58.70253164556962,41.29746835443038,36159,88.242184640164,Muito bom,230,0.5612904800253801,,"Recebi bem antes do prazo estipulado. | Parabéns lojas lannister adorei comprar pela Internet seguro e prático Parabéns a todos feliz Páscoa | aparelho eficiente. no site a marca do aparelho esta impresso como 3desinfector e ao chegar esta com outro nome...atualizar com a marca correta uma vez que é o mesmo aparelho | Mas um pouco ,travando...pelo valor ta Boa.  | Vendedor confiável, produto ok e entrega antes do prazo.",,,,,,,1.0,53.0,208.0,,,,5,order_review,free_text,,Texto opcional do comentário da avaliação.,CURATED_PROJECT_REGISTRY,NONE,,review record exists AND customer supplied optional text,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,comentário; avaliação textual; reclamação; feedback,review text; feedback; complaint; customer comment,NLP; sentiment analysis; complaint classification; customer experience,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per review record,1 row per order_id,NOT_APPLICABLE_FOR_BASELINE,KEEP_OUTSIDE_DELIVERY_RISK_BASELINE,NO,POST_DELIVERY_NLP_ONLY,POST_OUTCOME_DATA,1.1
reviews,review_creation_date,object,99224,99224,0,0.0,100.0,636,0.640973957913408,2017-12-19 00:00:00,463,0.4666209787954527,,2018-01-18 00:00:00 | 2018-03-10 00:00:00 | 2018-02-17 00:00:00 | 2017-04-21 00:00:00 | 2018-03-01 00:00:00,,,,,,,19.0,19.0,19.0,0.0,2016-10-02 00:00:00,2018-08-31 00:00:00,6,order_review,datetime,,Data de criação/solicitação associada à avaliação.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,review creation date,review creation date,,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per review record,1 row per order_id,NOT_APPLICABLE_FOR_BASELINE,KEEP_OUTSIDE_DELIVERY_RISK_BASELINE,NO,POST_DELIVERY_NLP_ONLY,POST_OUTCOME_DATA,1.1
reviews,review_answer_timestamp,object,99224,99224,0,0.0,100.0,98248,99.01636700798194,2017-06-15 23:21:05,4,0.0040312827541723,,2018-01-18 21:46:59 | 2018-03-11 03:05:13 | 2018-02-18 14:36:24 | 2017-04-21 22:02:06 | 2018-03-02 10:26:53,,,,,,,19.0,19.0,19.0,0.0,2016-10-07 18:32:28,2018-10-29 12:27:35,7,order_review,datetime,,Timestamp da resposta à avaliação.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,distinguish OPTIONAL_TEXT / POST_EVENT_NOT_AVAILABLE / ATTRIBUTE_MISSING,review answer timestamp,review answer timestamp,,post_purchase/post_delivery,NO,HIGH,NO,NO,CRITICAL_IF_USED,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per review record,1 row per order_id,NOT_APPLICABLE_FOR_BASELINE,KEEP_OUTSIDE_DELIVERY_RISK_BASELINE,NO,POST_DELIVERY_NLP_ONLY,POST_OUTCOME_DATA,1.1
orders,order_id,object,99441,99441,0,0.0,100.0,99441,100.0,e481f51cbdc54678b7cc49136f2d6af7,1,0.0010056214237588,,e481f51cbdc54678b7cc49136f2d6af7 | 53cdb2fc8bc7dce0b6741e2150273451 | 47770eb9100c2d0c44946d9cf07ec65d | 949d5b44dbf5de918fe9c16f97b45f8a | ad21c59c0840e6cb83a9ceb5573f8159,,,,,,,32.0,32.0,32.0,,,,1,order,identifier,,Identificador único do pedido.,CURATED_PROJECT_REGISTRY,PRIMARY_KEY_COMPONENT,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,order id,order id,,purchase,YES,HIGH,NO_RAW_IDENTIFIER,NO,LOW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,NONE,NO,KEY_ONLY,DIRECT_GRAIN_MATCH,1.1
orders,customer_id,object,99441,99441,0,0.0,100.0,99441,100.0,9ef432eb6251297304e76186b10a928d,1,0.0010056214237588,,9ef432eb6251297304e76186b10a928d | b0830fb4747a6c6d20dea0b8c802d7ef | 41ce2a54c0b03bf3443c3d931a367089 | f88197465ea7920adcdbec7375364d82 | 8ab97904e6daea8866dbdbc4fb7aad2c,,,,,,,32.0,32.0,32.0,,,,2,order,identifier,,Identificador do cliente específico associado ao pedido.,CURATED_PROJECT_REGISTRY,FOREIGN_KEY,customers.customer_id,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,customer id,customer id,,purchase,YES,HIGH,NO_RAW_IDENTIFIER,NO,LOW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,NONE,NO,KEY_ONLY,DIRECT_GRAIN_MATCH,1.1
orders,order_status,object,99441,99441,0,0.0,100.0,8,0.0080449713900704,delivered,96478,97.02034372140264,0.2581592804362722,delivered | invoiced | shipped | processing | unavailable,,,,,,,7.0,9.0,11.0,,,,3,order,categorical,,Estado registrado do ciclo de vida do pedido.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,order status,order status,,lifecycle/final recorded state,NO_AS_FINAL_RAW_VALUE,HIGH,NO,NO,CRITICAL_IF_FINAL_STATUS_USED,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,NONE,NO,FORBIDDEN_T0,DIRECT_GRAIN_MATCH,1.1
orders,order_purchase_timestamp,object,99441,99441,0,0.0,100.0,98875,99.43081827415251,2018-02-19 15:37:47,3,0.0030168642712764,,2017-10-02 10:56:33 | 2018-07-24 20:41:37 | 2018-08-08 08:38:49 | 2017-11-18 19:28:06 | 2018-02-13 21:18:39,,,,,,,19.0,19.0,19.0,0.0,2016-09-04 21:15:19,2018-10-17 17:30:18,4,order,datetime,,Timestamp da realização da compra.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,data da compra; hora da compra; checkout; instante da compra; momento da compra,purchase timestamp; checkout time; order time; purchase time,prediction time; decision point; event time; temporal leakage,purchase,YES,HIGH,DERIVE_CALENDAR_FEATURES,NO,LOW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,derive weekday/hour/month/seasonality,NO_RAW_TIMESTAMP,DERIVED_CALENDAR,DIRECT_GRAIN_MATCH,1.1
orders,order_approved_at,object,99441,99281,160,0.1608994278014099,99.8391005721986,90733,91.39009478147884,2018-02-27 04:31:10,9,0.0090651786343812,,2017-10-02 11:07:15 | 2018-07-26 03:24:27 | 2018-08-08 08:55:23 | 2017-11-18 19:45:59 | 2018-02-13 22:20:29,,,,,,,19.0,19.0,19.0,0.0,2016-09-15 12:16:38,2018-09-03 17:40:06,5,order,datetime,,Timestamp registrado de aprovação do pedido/pagamento.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,order approved at,order approved at,,post_purchase approval,NO,HIGH,NO,NO,HIGH,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,NONE,NO,FORBIDDEN_T0,DIRECT_GRAIN_MATCH,1.1
orders,order_delivered_carrier_date,object,99441,97658,1783,1.7930229985619617,98.20697700143803,81018,82.9609453398595,2018-05-09 15:48:00,47,0.0481271375616948,,2017-10-04 19:55:00 | 2018-07-26 14:31:00 | 2018-08-08 13:50:00 | 2017-11-22 13:39:59 | 2018-02-14 19:46:34,,,,,,,19.0,19.0,19.0,0.0,2016-10-08 10:34:01,2018-09-11 19:48:28,6,order,datetime,,Timestamp registrado da entrega do pedido ao parceiro logístico.,CURATED_PROJECT_REGISTRY,NONE,,carrier handoff event applicable/observed,distinguish NOT_YET_OBSERVED / NOT_APPLICABLE / CENSORED / ATTRIBUTE_MISSING,order delivered carrier date,order delivered carrier date,,shipping/handoff,NO,HIGH,NO,NO,CRITICAL_IF_USED,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,NONE,NO,FORBIDDEN_T0,DIRECT_GRAIN_MATCH,1.1
orders,order_delivered_customer_date,object,99441,96476,2965,2.981667521444877,97.01833247855512,95664,99.15833989800572,2016-10-27 17:32:07,3,0.0031095816576143,,2017-10-10 21:25:13 | 2018-08-07 15:27:45 | 2018-08-17 18:06:29 | 2017-12-02 00:28:42 | 2018-02-16 18:17:02,,,,,,,19.0,19.0,19.0,0.0,2016-10-11 13:46:32,2018-10-17 13:22:46,7,order,datetime,,Timestamp registrado da entrega efetiva ao cliente.,CURATED_PROJECT_REGISTRY,NONE,,delivery outcome is observable; do not equate not-observed with on-time,distinguish NOT_YET_OBSERVED / NOT_APPLICABLE / CENSORED / ATTRIBUTE_MISSING,data real de entrega; entrega efetiva; chegada ao cliente,actual delivery date; customer delivery timestamp; actual arrival,delivery ground truth; fulfillment outcome; delivery label,delivery/outcome,NO,HIGH,NO,YES,CRITICAL_IF_USED,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,NONE,NO,FORBIDDEN_T0,DIRECT_GRAIN_MATCH,1.1
orders,order_estimated_delivery_date,object,99441,99441,0,0.0,100.0,459,0.4615802335052946,2017-12-20 00:00:00,522,0.5249343832020997,8.468366378172517,2017-10-18 00:00:00 | 2018-08-13 00:00:00 | 2018-09-04 00:00:00 | 2017-12-15 00:00:00 | 2018-02-26 00:00:00,,,,,,,19.0,19.0,19.0,0.0,2016-09-30 00:00:00,2018-11-12 00:00:00,8,order,datetime,,Data estimada/prometida de entrega associada ao pedido.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,data prometida; prazo prometido; previsão de entrega; data estimada; SLA de entrega,promised delivery date; estimated delivery date; EDD; delivery promise; delivery SLA,delivery promise; promise accuracy; ETA; EDD; promise optimization; late delivery,purchase/promise,YES_CANDIDATE,HIGH,DERIVE_PROMISED_LEAD_TIME,YES,LOW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per order,1 row per order_id,NO,estimated_delivery_date - purchase_timestamp,DERIVE_ONLY,PROMISED_LEAD_TIME,DIRECT_GRAIN_MATCH,1.1
products,product_id,object,32951,32951,0,0.0,100.0,32951,100.0,1e9e8ef04dbcff4541ed26657ea517e5,1,0.0030348092622378,,1e9e8ef04dbcff4541ed26657ea517e5 | 3aa071139cb16b67ca9e5dea641aaa2f | 96bd76ec8810374ed1b65e291975717f | cef67bcfe19066a932b7673e239eb23d | 9dc1a7de274444849c219cff195d0b71,,,,,,,32.0,32.0,32.0,,,,1,product,identifier,,Identificador do produto.,CURATED_PROJECT_REGISTRY,PRIMARY_KEY_COMPONENT,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,product id,product id,,reference/master data,LIKELY_YES,MEDIUM,NO_RAW_IDENTIFIER,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,NONE_DIRECT,NO,JOIN_KEY,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_category_name,object,32951,32341,610,1.8512336499651,98.1487663500349,73,0.2257196747163043,cama_mesa_banho,3029,9.365820475557342,4.7995918892456695,perfumaria | artes | esporte_lazer | bebes | utilidades_domesticas,,,,,,,3.0,15.0,46.0,,,,2,product,categorical,,Categoria do produto em português.,CURATED_PROJECT_REGISTRY,FOREIGN_KEY,translation.product_category_name,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product category name,product category name,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,MODE/SET/N_DISTINCT,AGGREGATE_ONLY,CATEGORY_SET_OR_DOMINANT_CATEGORY,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_name_lenght,float64,32951,32341,610,1.8512336499651,98.1487663500349,66,0.2040753223462477,60.0,2182,6.746853838780496,5.090992222107108,40.0 | 44.0 | 46.0 | 27.0 | 37.0,5.0,20.0,51.0,48.47694876472589,63.0,76.0,,,,,,,3,product,numeric,,Comprimento registrado do nome do produto.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product name lenght,product name lenght,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_description_lenght,float64,32951,32341,610,1.8512336499651,98.1487663500349,2960,9.152469002195357,404.0,94,0.2906527318264741,,287.0 | 276.0 | 250.0 | 261.0 | 402.0,4.0,84.0,595.0,771.4952846232337,3286.199999999997,3992.0,,,,,,,4,product,numeric,,Comprimento registrado da descrição do produto.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product description lenght,product description lenght,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_photos_qty,float64,32951,32341,610,1.8512336499651,98.1487663500349,19,0.0587489564330107,1.0,16489,50.98481803283757,2.1579088838486378,1.0 | 4.0 | 2.0 | 3.0 | 5.0,1.0,1.0,1.0,2.18898611669398,8.0,20.0,,,,,,,5,product,numeric,count,Quantidade de fotos associadas ao produto.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product photos qty,product photos qty,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_weight_g,float64,32951,32949,2,0.0060696185244757,99.99393038147552,2204,6.68912561837992,200.0,2084,6.324926401408237,,225.0 | 1000.0 | 154.0 | 371.0 | 625.0,0.0,60.0,700.0,2276.472487784152,22538.00000000001,40425.0,,,,,,,6,product,physical_weight,g,Peso do produto em gramas.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,peso; peso do produto,product weight; item weight,package characteristics; logistics features,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_length_cm,float64,32951,32949,2,0.0060696185244757,99.99393038147552,99,0.3004643540016389,16.0,5520,16.75316398069744,5.060137143951821,16.0 | 30.0 | 18.0 | 26.0 | 20.0,7.0,16.0,25.0,30.81507784758263,100.0,105.0,,,,,,,7,product,physical_dimension,cm,Comprimento físico do produto em centímetros.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product length cm,product length cm,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_height_cm,float64,32951,32949,2,0.0060696185244757,99.99393038147552,102,0.309569334425931,10.0,2548,7.733163373698747,5.1478174448046,10.0 | 18.0 | 9.0 | 4.0 | 17.0,2.0,2.0,13.0,16.937661234028347,69.0,105.0,,,,,,,8,product,physical_dimension,cm,Altura física do produto em centímetros.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product height cm,product height cm,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
products,product_width_cm,float64,32951,32949,2,0.0060696185244757,99.99393038147552,95,0.2883243801025827,11.0,3718,11.28410573917266,4.854796660218949,14.0 | 20.0 | 15.0 | 26.0 | 13.0,6.0,11.0,20.0,23.196728277034204,63.0,118.0,,,,,,,9,product,physical_dimension,cm,Largura física do produto em centímetros.,CURATED_PROJECT_REGISTRY,NONE,,product_id resolves to products; attribute evaluated only when product entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,product width cm,product width cm,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per product_id,1 row per order_id,YES_VIA_ORDER_ITEMS,ORDER_LEVEL MIN/MEAN/MAX/SUM as semantically appropriate,AGGREGATE_ONLY,PRODUCT_ATTRIBUTE_AGGREGATES,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
sellers,seller_id,object,3095,3095,0,0.0,100.0,3095,100.0,3442f8959a84dea7ee197c632cb2df15,1,0.0323101777059773,,3442f8959a84dea7ee197c632cb2df15 | d1b65fc7debc3361ea86b5f14c68d2e2 | ce3ad9de960102d0677a81f5d0bb7b2d | c0f3eea2e14555b6faeea3dd58c1b1c3 | 51a04a8a6bdcb23deccc82b0b80742cf,,,,,,,32.0,32.0,32.0,,,,1,seller,identifier,,Identificador do seller.,CURATED_PROJECT_REGISTRY,PRIMARY_KEY_COMPONENT,,row/entity exists,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,seller id,seller id,,reference/master data,LIKELY_YES,MEDIUM,NO_RAW_IDENTIFIER,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per seller_id,1 row per order_id,YES_VIA_ORDER_ITEMS,COUNT_DISTINCT + POINT_IN_TIME_HISTORY,NO,JOIN_KEY,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
sellers,seller_zip_code_prefix,int64,3095,3095,0,0.0,100.0,2246,72.5686591276252,14940,49,1.5831987075928915,,13023 | 13844 | 20031 | 4195 | 12914,1001.0,1139.94,14940.0,32291.059450726974,95900.0,99730.0,,,,,,,2,seller,postal_prefix,,Prefixo do CEP cadastrado do seller.,CURATED_PROJECT_REGISTRY,NONE,,seller_id resolves to sellers,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,seller zip code prefix,seller zip code prefix,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per seller_id,1 row per order_id,YES_VIA_ORDER_ITEMS,SET / COUNT_DISTINCT / MULTI_SELLER_POLICY,AGGREGATE_ONLY,SELLER_ATTRIBUTE_AGGREGATE,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
sellers,seller_city,object,3095,3095,0,0.0,100.0,611,19.74151857835218,sao paulo,694,22.423263327948305,,campinas | mogi guacu | rio de janeiro | sao paulo | braganca paulista,,,,,,,2.0,9.0,40.0,,,,3,seller,geographic_city,,Cidade cadastrada do seller.,CURATED_PROJECT_REGISTRY,NONE,,seller_id resolves to sellers,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,seller city,seller city,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per seller_id,1 row per order_id,YES_VIA_ORDER_ITEMS,SET / COUNT_DISTINCT / MULTI_SELLER_POLICY,AGGREGATE_ONLY,SELLER_ATTRIBUTE_AGGREGATE,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
sellers,seller_state,object,3095,3095,0,0.0,100.0,23,0.7431340872374798,SP,1849,59.74151857835218,2.150543349193923,SP | RJ | PE | PR | GO,,,,,,,2.0,2.0,2.0,,,,4,seller,geographic_state,,UF cadastrada do seller.,CURATED_PROJECT_REGISTRY,NONE,,seller_id resolves to sellers,distinguish RELATION_MISSING from ATTRIBUTE_MISSING,seller state,seller state,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per seller_id,1 row per order_id,YES_VIA_ORDER_ITEMS,SET / COUNT_DISTINCT / MULTI_SELLER_POLICY,AGGREGATE_ONLY,SELLER_ATTRIBUTE_AGGREGATE,REFERENCE_ENTITY_REQUIRES_ITEM_TO_ORDER_AGGREGATION,1.1
translation,product_category_name,object,71,71,0,0.0,100.0,71,100.0,beleza_saude,1,1.408450704225352,6.14974711950468,beleza_saude | informatica_acessorios | automotivo | cama_mesa_banho | moveis_decoracao,,,,,,,3.0,16.0,46.0,,,,1,product_category_translation,categorical,,Categoria do produto em português.,CURATED_PROJECT_REGISTRY,PRIMARY_KEY_COMPONENT,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,product category name,product category name,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per Portuguese product category,1 row per order_id,NO_MODEL_FEATURE,LEFT_JOIN_FOR_PRESENTATION,NO,DISPLAY_ONLY,PRESENTATION_REFERENCE,1.1
translation,product_category_name_english,object,71,71,0,0.0,100.0,71,100.0,health_beauty,1,1.408450704225352,6.14974711950468,health_beauty | computers_accessories | auto | bed_bath_table | furniture_decor,,,,,,,3.0,15.0,39.0,,,,2,product_category_translation,categorical,,Tradução da categoria do produto para inglês.,CURATED_PROJECT_REGISTRY,NONE,,row/entity exists,OBSERVED or ATTRIBUTE_MISSING,product category name english,product category name english,,reference/master data,LIKELY_YES,MEDIUM,YES_CANDIDATE,NO,LOW_TO_REVIEW,E0_RAW_OBSERVED,E3_SCHEMA_AND_PROJECT_INTERPRETATION_REQUIRES_TRACEABILITY,NOT_AVAILABLE,1 row per Portuguese product category,1 row per order_id,NO_MODEL_FEATURE,LEFT_JOIN_FOR_PRESENTATION,NO,DISPLAY_ONLY,PRESENTATION_REFERENCE,1.1
