path,line,evidence_type,text
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,117,model_fit,"s_trim = smf.ols('log_freight ~ log_distance + log_weight + log_volume + log_price', data=df[df['total_freight'].between(q05, q95)]).fit()"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,126,to_csv,"sens_df.to_csv(REPORTS_DIR / ""06g_cost_sensitivity.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,16,output_filename,"oot_master = pd.read_csv(ARTIFACTS_DIR / ""06_EXPECTED_FREIGHT_OOT.csv"")"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,34,to_csv,"f0_f1_comp.to_csv(REPORTS_DIR / ""07a_freight_model_global_metrics.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,37,to_csv,"global_metrics.to_csv(REPORTS_DIR / ""07a_freight_model_global_metrics.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,50,to_csv,"monthly_df.to_csv(REPORTS_DIR / ""07b_freight_model_monthly_metrics.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,62,to_csv,"bootstrap_df.to_csv(REPORTS_DIR / ""07d_freight_block_bootstrap.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,71,to_csv,"calib.to_csv(REPORTS_DIR / ""07e_freight_calibration.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,83,to_csv,"res_corr.to_csv(REPORTS_DIR / ""07f_residual_structural_associations.csv"", index=False)"
src/spatiotemporal_logistics/07_expected_freight_residual_scientific_audit.py,91,to_csv,"drift.to_csv(REPORTS_DIR / ""07g_residual_temporal_drift.csv"", index=False)"
src/spatiotemporal_logistics/08_delivery_speed_hierarchical_audit.py,24,output_filename,"master = pd.read_csv(ARTIFACTS_DIR / ""06_EXPECTED_FREIGHT_OOT.csv"")"
src/spatiotemporal_logistics/08_delivery_speed_hierarchical_audit.py,48,model_fit,"mix_mod = smf.mixedlm(fml_mixed, speed_std, groups=speed_std['customer_state']).fit()"
src/spatiotemporal_logistics/08_delivery_speed_hierarchical_audit.py,65,to_csv,"pd.DataFrame(multilevel_res).to_csv(REPORTS_DIR / ""08d_speed_multilevel_coefficients.csv"", index=False)"
src/spatiotemporal_logistics/08_delivery_speed_hierarchical_audit.py,70,to_csv,"random_effects.to_csv(REPORTS_DIR / ""08e_speed_multilevel_group_effects.csv"", index=False)"
src/spatiotemporal_logistics/09_delivery_reliability_hierarchical_audit.py,16,output_filename,"master = pd.read_csv(ARTIFACTS_DIR / ""06_EXPECTED_FREIGHT_OOT.csv"")"
src/spatiotemporal_logistics/09_delivery_reliability_hierarchical_audit.py,59,to_csv,"beta_binom_df.to_csv(REPORTS_DIR / ""09c_beta_binomial_residual_groups.csv"", index=False)"
src/spatiotemporal_logistics/09_delivery_reliability_hierarchical_audit.py,77,model_fit,"fit_ra = smf.logit('late_delivery_calendar_day ~ log_distance_std + log_weight_std + log_volume_std + freight_residual_OOT_std', data=rel_std).fit(disp=False)"
src/spatiotemporal_logistics/09_delivery_reliability_hierarchical_audit.py,78,model_fit,"fit_rb = smf.logit('late_delivery_calendar_day ~ log_distance_std + log_weight_std + log_volume_std + freight_residual_OOT_std + promised_delivery_days', data=rel_std).fit(disp=False)"
src/spatiotemporal_logistics/09_delivery_reliability_hierarchical_audit.py,96,to_csv,"or_df.to_csv(REPORTS_DIR / ""09h_frequentist_odds_ratios.csv"", index=False)"
src/spatiotemporal_logistics/10_validate_scientific_06_09.py,236,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/spatiotemporal_logistics/10_validate_scientific_06_09.py,393,model_fit,fit = model.fit(
src/spatiotemporal_logistics/10_validate_scientific_06_09.py,464,to_csv,attempt_df.to_csv(
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,33,output_filename,"ARTIFACTS_DIR / ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,74,model_fit,"fit_a = smf.logit(f'late_delivery_calendar_day ~ {expr}' + fml_controls_A, data=df_sample).fit(disp=False)"
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,75,model_fit,"fit_b = smf.logit(f'late_delivery_calendar_day ~ {expr}' + fml_controls_B, data=df_sample).fit(disp=False)"
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,87,to_csv,"pd.DataFrame(comp_rows).to_csv(REPORTS_DIR / ""11a_nonlinear_model_comparison.csv"", index=False)"
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,114,model_fit,"m_oot = smf.logit(f'late_delivery_calendar_day ~ {expr}' + fml_controls_B, data=tr_df).fit(disp=False)"
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,115,model_predict,preds = m_oot.predict(te_df)
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,123,to_csv,"oot_df.to_csv(REPORTS_DIR / ""11b_nonlinear_oot_performance.csv"", index=False)"
src/spatiotemporal_logistics/11_nonlinear_freight_reliability_audit.py,353,to_csv,).to_csv(
src/spatiotemporal_logistics/12_delivery_speed_corrected_nonlinear_audit.py,31,output_filename,"ARTIFACTS_DIR / ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/12_delivery_speed_corrected_nonlinear_audit.py,82,model_fit,"fit = model.fit(method=opt, reml=False, maxiter=1000, disp=False)"
src/spatiotemporal_logistics/12_delivery_speed_corrected_nonlinear_audit.py,113,to_csv,"pd.DataFrame(opt_audit).to_csv(REPORTS_DIR / ""12a_mixedlm_optimizer_audit.csv"", index=False)"
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,45,output_filename,"ARTIFACTS_DIR / ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,82,to_csv,"pd.DataFrame(smd_list).to_csv(REPORTS_DIR / ""13a_group_composition_smd.csv"", index=False)"
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,106,model_fit,"fit = smf.logit(fml, data=df_sub_A).fit(disp=False)"
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,110,model_fit,"fit_h4 = smf.logit(f'late_delivery_calendar_day ~ {z_expr} + log_distance + log_weight + log_volume + route_sellers_total + promised_delivery_days + log_pop + log_gdp + log_diesel + truck_strike_2018', data=df_sub_B).fit(disp=False)"
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,113,to_csv,"pd.DataFrame(seq_res).to_csv(REPORTS_DIR / ""13b_sequential_decomposition.csv"", index=False)"
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,121,model_fit,"fit_t = smf.logit(f'late_delivery_calendar_day ~ {z_expr} + log_weight + log_volume + promised_delivery_days', data=t_df).fit(disp=False)"
src/spatiotemporal_logistics/13_context_and_mechanism_audit.py,131,to_csv,"pd.DataFrame(het_rows).to_csv(REPORTS_DIR / ""13c_heterogeneity_fdr.csv"", index=False)"
src/spatiotemporal_logistics/14_integrated_scientific_freeze.py,98,to_csv,"hyp_df.to_csv(REPORTS_DIR / ""14a_hypothesis_matrix.csv"", index=False)"
src/spatiotemporal_logistics/15_gnadmm_delivery_operator_jacobian_audit.py,16,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/spatiotemporal_logistics/15_gnadmm_delivery_operator_jacobian_audit.py,341,to_csv,jac_df.to_csv(
src/spatiotemporal_logistics/16_gn_brier_unconstrained.py,333,to_csv,).to_csv(
src/spatiotemporal_logistics/16_gn_brier_unconstrained.py,339,to_csv,best_hist.to_csv(
src/spatiotemporal_logistics/16_gn_brier_unconstrained.py,355,to_csv,coef_df.to_csv(
src/spatiotemporal_logistics/17_gnadmm_brier_constrained.py,603,to_csv,).to_csv(
src/spatiotemporal_logistics/17_gnadmm_brier_constrained.py,609,to_csv,best_outer.to_csv(
src/spatiotemporal_logistics/17_gnadmm_brier_constrained.py,616,to_csv,best_admm.to_csv(
src/spatiotemporal_logistics/17_gnadmm_brier_constrained.py,632,to_csv,coef_df.to_csv(
src/spatiotemporal_logistics/18_gnadmm_delivery_oot_benchmark.py,594,model_fit,logit_fit = logit.fit(
src/spatiotemporal_logistics/18_gnadmm_delivery_oot_benchmark.py,600,model_predict,logit_fit.predict(
src/spatiotemporal_logistics/18_gnadmm_delivery_oot_benchmark.py,619,model_predict,logit_fit.predict(
src/spatiotemporal_logistics/18_gnadmm_delivery_oot_benchmark.py,753,to_csv,oot.to_csv(
src/spatiotemporal_logistics/18_gnadmm_delivery_oot_benchmark.py,798,to_csv,summary.to_csv(
src/spatiotemporal_logistics/18_gnadmm_delivery_oot_benchmark.py,930,to_csv,paired_df.to_csv(
src/spatiotemporal_logistics/19_gnadmm_paired_temporal_inference.py,527,to_csv,res.to_csv(
src/spatiotemporal_logistics/19_gnadmm_paired_temporal_inference.py,535,to_csv,).to_csv(
src/spatiotemporal_logistics/19_gnadmm_paired_temporal_inference.py,543,to_csv,).to_csv(
src/spatiotemporal_logistics/20_gnadmm_constraint_ablation.py,766,model_fit,fit = model.fit(
src/spatiotemporal_logistics/20_gnadmm_constraint_ablation.py,1186,to_csv,metrics_df.to_csv(
src/spatiotemporal_logistics/20_gnadmm_constraint_ablation.py,1198,to_csv,pred_df.to_csv(
src/spatiotemporal_logistics/20_gnadmm_constraint_ablation.py,1258,to_csv,summary.to_csv(
src/spatiotemporal_logistics/21_gnadmm_calibration_resolution_audit.py,70,model_fit,).fit()
src/spatiotemporal_logistics/21_gnadmm_calibration_resolution_audit.py,524,to_csv,overall.to_csv(
src/spatiotemporal_logistics/21_gnadmm_calibration_resolution_audit.py,534,to_csv,).to_csv(
src/spatiotemporal_logistics/21_gnadmm_calibration_resolution_audit.py,545,to_csv,monthly.to_csv(
src/spatiotemporal_logistics/22_gnadmm_scientific_freeze.py,599,to_csv,hyp_df.to_csv(
src/spatiotemporal_logistics/22_gnadmm_scientific_freeze.py,672,to_csv,).to_csv(
src/spatiotemporal_logistics/23_scientific_evidence_freeze.py,62,output_filename,"ART / ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/23_scientific_evidence_freeze.py,88,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/spatiotemporal_logistics/23_scientific_evidence_freeze.py,94,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/23_scientific_evidence_freeze.py,445,to_csv,hyp_df.to_csv(
src/spatiotemporal_logistics/23_scientific_evidence_freeze.py,515,to_csv,).to_csv(
src/spatiotemporal_logistics/24_predictive_model_audit.py,242,to_csv,registry.to_csv(
src/spatiotemporal_logistics/24_predictive_model_audit.py,253,to_csv,calibration.to_csv(
src/spatiotemporal_logistics/24_predictive_model_audit.py,337,to_csv,winners.to_csv(
src/spatiotemporal_logistics/25_governance_reproducibility_audit.py,111,to_csv,raw_manifest.to_csv(
src/spatiotemporal_logistics/25_governance_reproducibility_audit.py,183,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/25_governance_reproducibility_audit.py,233,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/25_governance_reproducibility_audit.py,705,to_csv,gate_df.to_csv(
src/spatiotemporal_logistics/25f_final_model_consistency.py,512,to_csv,summary.to_csv(
src/spatiotemporal_logistics/25f_final_model_consistency.py,517,to_csv,monthly.to_csv(
src/spatiotemporal_logistics/25f_final_temporal_robustness.py,497,to_csv,summary.to_csv(
src/spatiotemporal_logistics/25f_final_temporal_robustness.py,502,to_csv,monthly.to_csv(
src/spatiotemporal_logistics/25f_paired_ablation_inference.py,1065,to_csv,summary.to_csv(
src/spatiotemporal_logistics/25f_paired_ablation_inference.py,1070,to_csv,monthly.to_csv(
src/spatiotemporal_logistics/25i_prequential_probability_blend.py,1391,to_csv,pred.to_csv(
src/spatiotemporal_logistics/25i_prequential_probability_blend.py,1397,to_csv,monthly.to_csv(
src/spatiotemporal_logistics/25i_prequential_probability_blend.py,1403,to_csv,summary.to_csv(
src/spatiotemporal_logistics/25i_prequential_probability_blend.py,1409,to_csv,alpha_history.to_csv(
